lemma;category;1830;1831;1832;1833;1834;1835;1836;1837;1838;1839;1840;1841;1842;1843;1844;1845;1846;1847;1848;1849;1850;1851;1852;1853;1854;1855;1856;1857;1858;1859;1860;1861;1862;1863;1864;1865;1866;1867;1868;1869;1870;1871;1872;1873;1874;1875;1876;1877;1878;1879;1880;1881;1882;1883;1884;1885;1886;1887;1888;1889;1890;1891;1892;1893;1894;1895;1896;1897;1898;1899;1900;1901;1902;1903;1904;1905;1906;1907;1908;1909;1910;1911;1912;1913;1914;1915;1916;1917;1918;1919;1920;1921;1922;1923;1924;1925;1926;1927;1928;1929;1930;Totale
presbitero;ecclesiastical occupation;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;22
presentatore;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;9
prestidigitatore;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
prestigiatore;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0;0;2;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;5;0;21
prestinaio;profession;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;7;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17
pretore;profession;0;0;0;0;0;0;2;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;2;0;9;0;1;1;3;1;0;1;3;26;15;0;0;5;1;17;0;0;12;0;0;0;1;0;93;3;4;1;0;0;0;0;0;0;0;0;10;12;0;6;0;0;0;4;1;3;0;0;5;0;0;0;1;14;0;0;0;0;1;0;1;16;1;0;0;1;0;0;2;285
prevosto;ecclesiastical occupation;0;0;0;0;0;0;0;0;6;1;0;0;10;0;0;0;0;0;0;1;0;0;0;0;0;0;7;0;2;0;0;0;0;0;1;0;4;0;0;0;1;2;4;0;0;7;6;0;3;0;28;0;0;0;1;0;4;0;8;0;0;1;0;0;1;0;0;0;0;3;0;15;0;0;0;0;15;0;0;0;0;0;3;0;4;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;148
primicerio;profession;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23
principe;noble rank;141;84;25;84;44;17;13;82;283;37;23;52;13;16;19;10;3;54;39;28;34;96;7;142;66;163;39;47;59;26;89;21;48;89;323;80;158;35;230;57;277;16;213;80;44;24;5;142;2;27;28;11;29;14;88;35;19;33;38;114;159;352;9;26;290;55;27;168;144;200;34;50;27;4;13;12;50;38;504;99;39;17;24;179;26;3;46;14;78;14;5;64;23;223;3;307;1;82;1;12;153;7690
principessa;noble rank;5;5;7;53;5;1;0;12;10;3;1;0;0;0;1;2;1;2;0;2;1;8;0;8;5;46;0;26;4;1;3;1;10;1;25;13;6;2;9;114;46;1;104;2;87;18;2;6;8;1;6;4;3;5;21;14;3;27;34;42;20;121;16;1;484;33;20;4;83;51;25;67;0;46;11;5;7;6;140;57;2;17;13;14;7;5;3;25;15;1;3;3;2;157;0;55;51;16;1;3;135;2552
priore;ecclesiastical occupation;1;0;1;1;10;2;11;12;8;3;2;154;6;4;5;6;0;20;0;0;4;5;0;3;24;34;6;0;69;3;1;5;7;0;187;4;50;13;2;1;4;2;0;0;2;10;0;5;9;5;2;0;17;0;3;6;7;9;4;3;0;2;0;0;3;0;0;4;0;0;4;1;4;0;2;2;4;2;3;2;0;0;0;1;2;0;0;4;8;0;12;0;2;35;0;0;0;1;0;0;0;850
procaccia;profession;2;0;0;0;0;0;6;0;0;1;0;2;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;2;2;0;0;1;0;2;3;0;0;1;0;0;0;1;0;0;0;1;1;0;0;1;0;0;11;0;1;0;0;0;1;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;1;1;1;0;0;0;0;1;0;2;1;0;0;0;0;0;0;0;2;0;0;1;1;0;0;1;3;60
procuratore;profession;4;0;0;0;12;0;1;1;2;4;2;1;4;1;4;2;0;0;1;1;5;4;1;1;1;11;4;0;0;0;17;1;5;0;3;8;0;8;1;9;1;1;7;0;5;0;1;7;1;7;2;2;4;0;3;1;26;6;20;15;3;9;8;11;1;4;3;4;0;24;0;6;1;1;0;1;2;2;3;0;3;1;1;6;1;4;3;2;0;0;0;0;0;3;1;23;0;4;0;3;0;366
produttore;profession;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;2;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;1;0;1;0;1;0;0;0;8;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;2;3;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;2;40
professore;profession;5;0;5;1;0;0;3;5;4;1;0;5;1;3;1;0;1;2;6;7;2;25;17;22;2;21;9;6;8;2;10;46;49;4;28;12;5;1;10;3;13;5;25;50;29;27;104;6;7;28;10;25;21;75;4;19;27;54;149;17;65;41;95;19;17;195;143;28;18;3;24;24;36;29;157;101;15;67;17;97;17;82;53;160;15;15;116;13;16;1;20;17;14;58;33;28;5;20;106;26;15;3048
profeta;profession;2;1;4;3;5;0;9;4;4;29;4;3;2;3;1;21;1;3;1;1;2;1;2;2;14;12;2;6;8;1;16;2;8;3;9;4;10;9;6;5;1;3;5;1;5;2;15;2;0;1;1;0;2;0;7;0;1;3;1;5;6;3;2;2;1;3;2;2;1;1;1;4;0;2;10;1;17;21;2;4;2;5;1;6;2;1;2;0;6;16;2;2;4;8;3;0;1;8;1;0;1;434
profumiere;profession;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;5;1;1;1;0;0;0;0;2;0;1;0;0;0;0;0;0;27
progettista;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3
propagandista;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;2;0;0;0;6;0;1;0;0;0;0;0;0;0;0;1;1;3;0;0;0;0;0;0;20
prosatore;profession;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;1;0;0;4;2;1;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;28
prosseneta;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;6
prostituto;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;1;0;0;5;0;1;1;1;0;0;2;1;1;0;0;3;1;0;0;9;0;1;0;2;0;2;0;0;7;0;4;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;1;2;0;1;1;1;5;0;0;11;0;0;0;0;2;2;0;1;1;1;0;0;1;0;3;1;82
protonotario;profession;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12
psichiatra;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;2;0;6;0;0;0;16
psicologo;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;3;2;0;0;0;1;0;0;2;0;1;0;0;1;1;3;2;1;2;2;0;0;0;0;1;1;0;0;0;1;0;0;3;1;6;0;1;0;0;1;1;0;0;39
pubblicano;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;1;0;1;3;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;2;0;0;1;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;24
pubblicitario;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
quartiermastro;military rank;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;5
questore;profession;0;0;0;0;0;0;0;9;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;4;0;9;0;0;2;0;0;1;5;0;0;0;0;0;8;0;0;0;0;1;0;12;7;6;7;1;23;0;8;0;2;0;1;3;1;0;45;0;2;0;0;1;21;0;11;13;17;50;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;274
raccomandatario;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9
radiotelegrafista;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3
raffinatore;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
ragioniere;profession;0;0;0;0;0;0;1;0;1;0;0;0;1;3;0;0;0;0;1;0;3;0;0;2;0;127;0;0;0;0;0;0;1;0;3;0;0;0;3;0;0;1;0;0;2;0;0;1;1;0;2;2;5;0;0;1;0;2;3;0;5;0;0;0;1;0;0;3;1;0;0;1;0;1;0;0;4;17;2;0;0;0;0;1;2;0;1;1;2;1;0;1;1;0;0;1;1;2;6;3;3;227
rammendatrice;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4
ranocchiaio;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
rappresentante;profession;5;0;6;1;0;1;0;6;9;6;0;9;5;3;2;1;2;2;7;3;22;16;8;4;3;20;14;2;3;4;5;4;15;11;6;13;10;8;5;4;6;17;13;0;13;7;6;3;6;8;7;18;7;5;18;4;6;10;8;21;4;12;6;21;5;5;8;6;1;12;3;5;5;6;18;3;9;16;2;7;9;5;3;6;7;0;5;2;2;2;4;2;8;8;4;1;3;2;1;4;8;668
rapsodo;profession;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3
re;noble rank;48;14;36;155;20;1;142;199;174;111;77;59;27;29;35;13;58;61;10;76;189;49;19;50;91;454;154;101;64;81;130;28;346;207;390;97;365;42;71;25;980;66;49;328;194;104;20;49;4;25;20;70;22;40;50;562;88;33;31;135;249;42;51;108;62;68;8;22;86;318;250;141;56;52;98;9;38;29;156;71;37;204;25;97;62;16;67;12;57;9;33;20;88;384;16;32;60;83;2;26;15;10427
reclamista;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6
recluta;military rank;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;0;1;2;1;1;1;0;0;2;1;0;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;5;0;0;0;0;0;1;0;2;0;1;0;1;0;1;3;4;3;0;1;0;0;1;1;1;1;0;1;0;1;0;4;0;4;0;1;0;2;0;0;2;0;0;5;68
redattore;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;3;0;1;1;1;0;1;0;0;2;0;0;0;0;0;0;0;1;2;0;0;0;0;0;1;61;0;2;0;26;1;4;0;4;0;0;2;0;1;4;5;1;19;0;0;2;3;0;0;1;4;2;11;7;0;0;2;0;1;1;0;1;5;0;0;0;1;0;4;190
regens;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
reggente;profession;2;0;0;0;0;0;0;9;4;1;0;0;1;0;2;0;0;22;2;0;0;1;0;1;1;18;1;1;1;0;2;0;2;3;0;3;4;1;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;2;1;1;0;3;0;0;1;0;1;0;0;0;0;0;1;0;2;1;1;0;1;0;0;0;1;1;0;0;0;0;0;0;3;0;0;0;1;1;0;1;1;2;0;0;0;111
regina;noble rank;5;19;10;32;8;0;70;4;23;17;56;9;7;6;5;2;0;24;1;14;8;11;4;1;22;87;17;43;15;2;19;6;33;14;23;38;45;12;17;7;48;8;51;322;28;21;9;36;10;15;9;10;15;24;9;126;15;29;13;57;70;8;39;49;19;30;10;0;46;60;73;16;10;62;22;15;620;13;301;147;14;69;12;22;24;7;3;7;20;23;17;5;9;129;6;21;10;20;5;18;19;3661
restauratore;profession;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;2;0;0;0;0;1;0;1;1;1;0;0;0;0;1;0;1;0;0;1;1;1;0;0;0;26
retore;profession;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;1;0;0;2;0;0;0;2;0;0;2;0;0;1;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;25
rettore;ecclesiastical occupation;1;0;1;0;0;3;0;27;2;8;1;3;2;4;3;1;0;11;1;0;1;0;0;33;0;54;0;0;10;0;8;1;10;1;5;2;3;1;0;0;33;1;0;0;2;4;0;0;2;1;1;3;0;16;1;2;8;1;1;4;0;1;0;0;1;0;2;0;0;1;2;3;1;5;35;0;1;0;0;23;0;0;0;5;1;0;0;0;1;1;0;0;2;25;0;0;0;0;0;0;0;387
revisore;profession;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;2;0;0;1;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;14
reziario;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
ricamatore;profession;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;6;0;0;1;0;0;0;21;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;4;0;2;0;0;0;0;0;0;0;1;3;0;1;0;1;0;2;0;0;0;1;0;2;0;0;0;0;2;0;0;0;0;11;1;0;0;70
ricercatore;profession;2;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;2;1;0;1;0;0;0;0;0;2;0;1;0;0;2;2;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;4;1;1;0;30
ricevitore;profession;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;7;0;0;3;0;0;0;6;0;0;0;0;1;0;0;1;31;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;2;2;0;0;2;0;0;0;1;0;3;1;0;0;0;2;3;0;3;9;86
rigattiere;profession;0;0;0;1;1;0;1;15;0;0;0;0;2;2;0;0;0;0;0;0;5;0;0;0;0;2;1;2;0;0;0;0;0;0;3;1;4;0;0;0;0;0;0;0;0;0;1;2;0;2;1;6;0;1;2;1;2;0;1;4;3;2;6;0;2;0;2;0;3;0;0;0;1;0;0;1;0;0;0;2;0;1;0;1;0;0;2;1;0;1;0;1;0;0;0;1;0;4;0;0;1;98
risaiolo;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
ristoratore;profession;0;2;2;0;1;0;0;0;4;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;1;0;0;0;0;1;0;1;1;0;0;0;0;0;1;3;0;1;1;0;0;1;0;0;1;0;1;3;0;0;1;0;0;0;0;4;0;0;1;3;0;1;1;1;1;0;2;2;1;1;0;0;0;0;0;1;1;1;0;0;2;0;2;0;0;3;0;0;1;2;1;0;0;67
ritrattista;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;12
rivenditore;profession;0;0;0;0;0;0;2;1;0;2;0;0;0;0;1;0;0;2;0;0;0;1;0;0;0;0;0;2;1;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;1;0;0;0;1;1;0;6;10;1;4;2;2;0;5;5;0;0;0;0;0;0;0;0;0;0;0;1;1;2;4;1;0;0;3;0;0;1;0;1;0;0;0;0;0;1;0;1;1;0;0;1;76
robivecchi;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
romanziere;profession;0;0;2;0;3;0;3;1;0;0;2;1;0;0;1;4;0;2;0;0;0;5;0;1;2;5;7;4;3;19;4;1;6;1;1;2;1;1;2;3;3;2;5;1;2;1;1;6;3;1;4;3;0;2;2;1;0;16;5;7;7;0;0;2;0;8;2;0;9;10;19;1;12;7;3;4;4;10;4;3;1;5;1;8;4;6;1;4;2;0;4;1;3;0;5;3;2;9;1;0;3;320
sacrestano;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;1;0;0;0;0;1;0;0;0;0;3;0;0;0;2;0;1;0;0;3;2;0;7;0;4;7;4;0;1;2;4;5;0;0;1;3;0;3;2;0;1;1;0;2;0;2;0;0;0;1;0;0;1;0;0;0;0;2;1;1;0;1;0;1;1;0;2;0;0;1;0;1;1;1;0;0;0;0;0;0;0;80
sagrista;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;7
salariato;profession;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;1;1;0;0;1;0;1;0;0;0;0;1;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;26
salumaio;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;5;1;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;6;0;0;0;5;0;0;0;34
salumiere;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;11
